platform,program,dataset_group,source_file,source_id,source_url,created_at,author,lang,is_reply,like_count,reply_count,retweet_count,quote_count,keyword,video_title,raw_text,clean_text,word_count,is_article_like,has_opinion_signal,is_relevant,is_in_date_range,is_duplicate_text,sentiment_label,label_reason,label_confidence,label_error
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2053680425311031331,https://x.com/ug_fess/status/2053680425311031331,2026-05-11 03:35:43,,in,False,4,0,0,0,,,yuji! tahun ini magang berdampak ada lagi gak sih:(( mau cari magang yg lain tp msh berharap magang berdampak karena susah bgt nyari magang paid😔😔,yuji! tahun ini magang berdampak ada lagi tidak sih:(( mau cari magang yang lain tapi msh berharap magang berdampak karena susah banget nyari magang paid:pensive_face::pensive_face:,25,False,True,True,True,False,negatif,pengguna mengungkapkan kekecewaan dan kesulitan dalam mencari magang berbayar (paid) yang memicu sentimen negatif terhadap ketersediaan program.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2051993756350705797,https://x.com/d4ilyact/status/2051993756350705797,2026-05-06 11:53:30,,in,True,6,0,0,0,,,"@ug_fess magang berdampak kmrn bisa join ko, temen kelasku ada ko yg join dan di convert sks kl ga salah. beda ya sm magang mandiri","magang berdampak kemarin bisa join ko, temen kelasku ada ko yang join dan di convert sks kalau tidak salah. beda ya sama magang mandiri",24,False,True,True,True,False,netral,Komentar bersifat informatif mengenai pengalaman pendaftaran dan konversi SKS tanpa menunjukkan opini atau emosi yang kuat.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2051981655196229887,https://x.com/ug_fess/status/2051981655196229887,2026-05-06 11:05:25,,in,False,25,3,0,1,,,"yuji! gundar ada magang berdampak gasih liat"" kampus lain udah bisa pendaftaran deh","yuji! gundar ada magang berdampak gasih liat"" kampus lain sudah bisa pendaftaran deh",13,False,False,True,True,False,netral,Komentar berupa pertanyaan mengenai ketersediaan pendaftaran program di kampus tertentu tanpa menunjukkan opini atau emosi.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2051673577163014200,https://x.com/kompasiana/status/2051673577163014200,2026-05-05 14:41:13,,in,False,0,0,0,0,,,Belajar dan Bertumbuh bersama Masyarakat Pesisir: Cerita Mahasiswa Magang Berdampak di Desa Poto Tano https://t.co/nUX6M6bz86,belajar dan bertumbuh bersama masyarakat pesisir: cerita mahasiswa magang berdampak di desa poto tano,14,False,False,True,True,False,netral,Komentar tersebut merupakan judul artikel atau informasi berita tanpa opini subjektif yang kuat.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2050588748035875124,https://x.com/undipmfs3/status/2050588748035875124,2026-05-02 14:50:30,,in,False,3,1,1,0,,,"-dips! Haloo Kak, Apa di sini ada yang pernah ikut atau lolos MSIB / Magang Berdampak? Kalau ada, bolehkah aku izin tanya-tanya sedikit? Terima kasih banyak sebelumnya ya, Kak🙏✨ https://t.co/NBmohqn4he","-dips! haloo kak, apa di sini ada yang pernah ikut atau lolos msib magang berdampak? kalau ada, bolehkah aku izin tanya-tanya sedikit? terima kasih banyak sebelumnya ya, kak:folded_hands::sparkles:",28,False,True,True,True,False,netral,Komentar berupa pertanyaan untuk mencari informasi tanpa menunjukkan opini atau emosi terhadap program.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2050157193866146123,https://x.com/zzzhz_1/status/2050157193866146123,2026-05-01 10:15:39,,in,True,63,0,3,0,,,"@rgoestama Kebiasaan orang indo, kalau kena musibah yg diganti namanya bukan mengkritisi main factor-nya. Ga jauh beda sama pemerintah yg gonta ganti nama, bikin ribet birokrasi aja. Misal, magang merdeka jadi magang berdampak lah, dll","kebiasaan orang indo, kalau kena musibah yang diganti namanya bukan mengkritisi main factor-nya. tidak jauh beda sama pemerintah yang gonta ganti nama, bikin ribet birokrasi aja. misal, magang merdeka jadi magang berdampak lah, dll",34,False,True,True,True,False,negatif,Komentar berisi kritik terhadap perubahan nama program yang dianggap hanya menambah kerumitan birokrasi.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2045397122393227714,https://x.com/Y2Karyl/status/2045397122393227714,2026-04-18 07:00:50,,in,False,2,0,1,0,,,"Jangan masuk STM, masuk SMA jurusan IPA di sekolah elit biar nggak terlibat tawuran dan lulusnya bisa masang 196'21 (STEI-K ITB angkatan 2021) di bio twitter

Habis itu ikut organisasi, magang berdampak, kepanitiaan dan membangun personal branding biar gampang cari kerja di big 4","jangan masuk stm, masuk sma jurusan ipa di sekolah elit biar tidak terlibat tawuran dan lulusnya bisa masang 196'21 (stei-k itb angkatan 2021) di bio twitter habis itu ikut organisasi, magang berdampak, kepanitiaan dan membangun personal branding biar gampang cari kerja di big 4",44,False,True,True,True,False,netral,Komentar menyebutkan program sebagai bagian dari saran karier umum tanpa menunjukkan opini spesifik terhadap kualitas program tersebut.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2042762073181237353,https://x.com/mesatu_/status/2042762073181237353,2026-04-11 00:30:05,,in,False,839,11,182,8,,,"Mubazir kalau pemerintah keluar Rp4 triliun lebih cuma buat anak magang. Mereka itu butuh kerja, bukan bansos selama 6 bulan!

Please jangan salah kaprah. Peserta magang ini fresh graduate yang masih nganggur setelah 1 tahun lulus. Mereka bukan mahasiswa aktif.

Sini gue kasih paham biar lu melek soal magang nasional. Ini program bagus buat memangkas jumlah pengangguran, tapi masih kurang menggigit.

Jangan perlakukan mereka sebagai orang yang lagi “belajar”, treat selayaknya “calon karyawan”. Apalagi, uang saku mereka persis kek gaji orang yang pertama kali kerja alias setara UMP.

Kemnaker seharusnya push program magang ini di sektor swasta. Kudu tegas dan berani juga mengultimatum perusahaan untuk menyerap lulusan magang.

Program magang nasional baru bisa dikatakan berhasil kalau 100 ribu orang lebih itu akhirnya mendapat pekerjaan tetap. Kalau setelah 6 bulan magang balik jadi pengangguran, berarti sia-sia atau gagal total.

Gue harus lebih berisik soal program ini karena dulu dapat pekerjaan pertama berkat magang, mandiri ya bukan yang dari pemerintah. Intinya, industri itu menilai betul bagaimana performa lu selama magang.

Perusahaan swasta juga malas buka rekrutmen karyawan. Mereka lebih senang hire anak magang yang sudah terbukti kerjanya bagus. Range gajinya juga cocok karena masih di kisaran UMP.

Jadi, program magang nasional ini bisa banget link and match ke industri. Beda sama Magang Merdeka atau Magang Berdampak buat mahasiswa yang faktanya tidak terlalu bermanfaat.

Gue kasih contoh riil di industri media. Mereka yang dulu sempat ikut Magang Merdeka gak diterima kerja karena selama proses magang diperlakukan sebagai orang “belajar”.

Swasta gak percaya 100 persen sama skill anak magang yang cuma “belajar”, bukan serius mau kerja di tempat mereka nantinya. Mereka akhirnya diminta magang ulang secara mandiri, baru diangkat kartap.

Kalau pemerintah berpikir tugas mereka selesai setelah peserta dapat tempat magang, itu salah besar. Masalah pengangguran akhirnya gak akan pernah tuntas.

Ayo sama-sama dukung Kemnaker biar lebih serius dan tegas. Lulusan magang nasional harus bisa diserap industri. Anak muda gak boleh dibiarkan jadi pengangguran.","mubazir kalau pemerintah keluar rp4 triliun lebih cuma buat anak magang. mereka itu butuh kerja, bukan bansos selama 6 bulan! tolong jangan salah kaprah. peserta magang ini fresh graduate yang masih nganggur setelah 1 tahun lulus. mereka bukan mahasiswa aktif. sini gue kasih paham biar lu melek soal magang nasional. ini program bagus buat memangkas jumlah pengangguran, tapi masih kurang menggigit. jangan perlakukan mereka sebagai orang yang lagi “belajar”, treat selayaknya “calon karyawan”. apalagi, uang saku mereka persis kek gaji orang yang pertama kali kerja alias setara ump. kemnaker seharusnya push program magang ini di sektor swasta. kudu tegas dan berani juga mengultimatum perusahaan untuk menyerap lulusan magang. program magang nasional baru bisa dikatakan berhasil kalau 100 ribu orang lebih itu akhirnya mendapat pekerjaan tetap. kalau setelah 6 bulan magang balik jadi pengangguran, berarti sia-sia atau gagal total. gue harus lebih berisik soal program ini karena dulu dapat pekerjaan pertama berkat magang, mandiri ya bukan yang dari pemerintah. intinya, industri itu menilai betul bagaimana performa lu selama magang. perusahaan swasta juga malas buka rekrutmen karyawan. mereka lebih senang hire anak magang yang sudah terbukti kerjanya bagus. range gajinya juga cocok karena masih di kisaran ump. jadi, program magang nasional ini bisa banget link and match ke industri. beda sama magang merdeka atau magang berdampak buat mahasiswa yang faktanya tidak terlalu bermanfaat. gue kasih contoh riil di industri media. mereka yang dulu sempat ikut magang merdeka tidak diterima kerja karena selama proses magang diperlakukan sebagai orang “belajar”. swasta tidak percaya 100 persen sama skill anak magang yang cuma “belajar”, bukan serius mau kerja di tempat mereka nantinya. mereka akhirnya diminta magang ulang secara mandiri, baru diangkat kartap. kalau pemerintah berpikir tugas mereka selesai setelah peserta dapat tempat magang, itu salah besar. masalah pengangguran akhirnya tidak akan pernah tuntas. ayo sama-sama dukung kemnaker biar lebih serius dan tegas. lulusan magang nasional harus bisa diserap industri. anak muda tidak boleh dibiarkan jadi pengangguran.",320,False,True,True,True,False,negatif,Komentar secara eksplisit menyatakan bahwa program Magang Merdeka atau Magang Berdampak tidak bermanfaat dan gagal dalam mempersiapkan peserta untuk dunia kerja.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2038628084761399567,https://x.com/unicefess/status/2038628084761399567,2026-03-30 14:43:05,,in,False,2,0,0,0,,,-ness ada yg ikut magang berdampak internasional? itu gmn ya teknisnya? tengss,-ness ada yang ikut magang berdampak internasional? itu bagaimana ya teknisnya? tengss,12,False,True,True,True,False,netral,Komentar berupa pertanyaan teknis mengenai program tanpa adanya opini atau emosi tertentu.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2036660860605575398,https://x.com/ug_fess/status/2036660860605575398,2026-03-25 04:26:03,,in,False,6,0,0,0,,,yuji! Magang berdampak blm ada info lagi ya?,yuji! magang berdampak belum ada informasi lagi ya?,8,False,True,True,True,False,netral,Komentar berupa pertanyaan mengenai informasi program tanpa adanya opini atau emosi negatif/positif.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2029487966284857470,https://x.com/ug_fess/status/2029487966284857470,2026-03-05 09:23:31,,in,False,6,0,0,0,,,yuji! guys mau nanya di gundar magang berdampak udah mulai dibuka blm ya? soalnya tahun lalu katanya min. smtr 6 baru boleh magang,yuji! guys mau nanya di gundar magang berdampak sudah mulai dibuka belum ya? soalnya tahun lalu katanya min. smtr 6 baru boleh magang,23,False,True,True,True,False,netral,Komentar berupa pertanyaan informatif mengenai jadwal pendaftaran program tanpa adanya opini atau emosi tertentu.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2026849301792698494,https://x.com/BPPMHKP_PRAYA/status/2026849301792698494,2026-02-26 02:38:25,,in,False,2,2,0,0,,,"Hai #SahabatBahari Pada hari Rabu, 18 Februari 2026, Badan Mutu KKP Palangkaraya telah melaksanakan serah terima mahasiswa program Magang Berdampak Kampus Merdeka (MBKM) asal Universitas Palangkaraya. https://t.co/foHWxJgKes","hai sahabatbahari pada hari rabu, 18 februari 2026, badan mutu kkp palangkaraya telah melaksanakan serah terima mahasiswa program magang berdampak kampus merdeka (mbkm) asal universitas palangkaraya.",26,False,False,True,True,False,netral,Komentar berisi informasi atau pengumuman resmi mengenai kegiatan serah terima mahasiswa tanpa adanya opini atau emosi.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2021271738328199538,https://x.com/ug_fess/status/2021271738328199538,2026-02-10 17:15:10,,in,False,7,0,0,0,,,yuji! anak psi mau nanya dong buat daftar magang berdampak gimana cara nya,yuji! anak psi mau nanya dong buat daftar magang berdampak bagaimana cara nya,13,False,True,True,True,False,netral,komentar berupa pertanyaan informatif mengenai cara pendaftaran tanpa adanya opini atau emosi terhadap program.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2018610911804899772,https://x.com/inibibollss/status/2018610911804899772,2026-02-03 09:02:00,,in,False,9,0,0,0,,,"Yang kepo soal GenBI, magan BUMN, magang berdampak, novoclub by paragon, boleh kalii mampir sini https://t.co/sUNUb55KYa 🤗💙","yang kepo soal genbi, magan bumn, magang berdampak, novoclub by paragon, boleh kalii mampir sini :smiling_face_with_open_hands::blue_heart:",16,False,False,True,True,False,netral,"Komentar bersifat informatif dan ajakan untuk berbagi informasi, tidak mengandung opini atau sentimen terhadap program.",high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2018092969212194890,https://x.com/xyzfnt3/status/2018092969212194890,2026-02-01 22:43:52,,in,True,1,0,0,0,,,"@yunesafess Blum waktunya gausa mikir sampe kesana, magang berdampak jg blm tentu masih ada","blum waktunya gausa mikir sampe kesana, magang berdampak juga belum tentu masih ada",13,False,False,True,True,False,negatif,Komentar menunjukkan skeptisisme atau keraguan terhadap keberlanjutan program Magang Berdampak.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2016997669009539489,https://x.com/onnowpurbo/status/2016997669009539489,2026-01-29 22:11:32,,in,False,2,0,0,0,,,"MoU ITTS x SMK Bina Putra Mandiri

ITTS dan SMK Bina Putra Mandiri sepakat jalin MoU yang akan  diresmikan di Ruang Rektor pada 29 Januari 2026. Kerja sama ini perkuat  pendidikan TI, siapkan SDM unggul, &amp; dukung Magang Berdampak. 
https://t.co/2o8yJCWuzQ","mou itts x smk bina putra mandiri itts dan smk bina putra mandiri sepakat jalin mou yang akan diresmikan di ruang rektor pada 29 januari 2026. kerja sama ini perkuat pendidikan ti, siapkan sdm unggul, & dukung magang berdampak.",39,False,False,True,True,False,netral,Komentar berisi informasi pengumuman kerja sama atau berita resmi tanpa opini subjektif.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2016150264693326013,https://x.com/raindezvuos/status/2016150264693326013,2026-01-27 14:04:16,,in,False,3,0,0,0,,,rakyat ga butuh gituan pak.... we need MAGANG BERDAMPAK back,rakyat tidak butuh gituan pak. kami butuh magang berdampak kembali,10,False,True,True,True,False,negatif,Komentar menunjukkan ketidakpuasan terhadap kondisi saat ini dan menuntut pengembalian program Magang Berdampak.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2015639854009274511,https://x.com/unsoedmfs/status/2015639854009274511,2026-01-26 04:16:04,,in,False,32,2,0,0,,,"Jends! sender smt 6, saran dong baiknya ikut magang berdampak atau kuliah aja","jends! sender smt 6, saran dong baiknya ikut magang berdampak atau kuliah saja",13,False,False,True,True,False,netral,Komentar berupa pertanyaan untuk meminta saran tanpa menunjukkan opini atau sentimen terhadap program.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2015435416896143699,https://x.com/yunesafess/status/2015435416896143699,2026-01-25 14:43:43,,in,False,4,2,2,0,,,rek! magang berdampak untuk semester 5 nanti itu bisa konversi 20 sks kah?,rek! magang berdampak untuk semester 5 nanti itu bisa konversi 20 sks kah?,13,False,True,True,True,False,netral,komentar berupa pertanyaan informatif mengenai kebijakan konversi SKS tanpa adanya opini atau emosi tertentu.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2014023734403944705,https://x.com/inibibollss/status/2014023734403944705,2026-01-21 17:14:11,,in,True,92,4,2,0,,,"BENEFIT #3: CV BERGENGSI + CREDIBILITY

Banyak yg tanya: ""Beneran ngebantu karier?"" Jujur, kalo ga ikut Novo, aku ga bakal punya mental sbg mahasiswa u/:
1. Magang Berdampak di Elzatta
2. Magang mandiri di Rumah BUMN
3. Lolos GenBI

Novo beneran bikin poin plus bgt.
It matters.","benefit 3: cv bergengsi + credibility banyak yang tanya: ""beneran ngebantu karier?"" jujur, kalo tidak ikut novo, aku tidak bakal punya mental sbg mahasiswa u : 1. magang berdampak di elzatta 2. magang mandiri di rumah bumn 3. lolos genbi novo beneran bikin poin plus bgt. it matters.",48,False,True,True,True,False,positif,Pengguna memberikan testimoni positif bahwa program magang berdampak memberikan nilai tambah pada karier dan CV.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2012272781032055062,https://x.com/mgnificmrna/status/2012272781032055062,2026-01-16 21:16:31,,in,True,4,0,1,0,,,"@yubifess magang berdampak gaperlu PKL, IPK 4, paid kalopun unpaid bisa ngurangi banyak biaya krn pasti ada fasilitas tambahan buat nahan pengeluaran, gada tugas laprak dll, IPK positif full A (4.0)","magang berdampak gaperlu pkl, ipk 4, paid kalopun unpaid bisa ngurangi banyak biaya karena pasti ada fasilitas tambahan buat nahan pengeluaran, gada tugas laprak dll, ipk positif full a (4.0)",30,False,False,True,True,False,positif,"Pengguna memberikan apresiasi terhadap keunggulan program seperti tidak adanya PKL, fasilitas tambahan, dan kemudahan dalam pencapaian nilai.",high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2012129234689700326,https://x.com/yorura1/status/2012129234689700326,2026-01-16 11:46:07,,in,True,31,5,1,2,,,@yubifess Magang berdampak auto A semua ip semester 4.0 buat perbaikan ipk😄,magang berdampak auto a semua ip semester 4.0 buat perbaikan ipk:grinning_face_with_smiling_eyes:,11,False,False,True,True,False,positif,Komentar menunjukkan antusiasme dan kepuasan terhadap program karena dianggap membantu memperbaiki nilai IPK.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2012118464165806406,https://x.com/imainsurgent/status/2012118464165806406,2026-01-16 11:03:19,,in,True,58,0,1,0,,,"@yubifess magang berdampak km bisa kabur dr rutinitas kuliah yg cuma nugas-laprak-uts-uas, kalo reguler biasanya magang di liburan semester.

minusnya, kalo magang 20 sksnya unpaid yaaa modal sendiri tp ada juga kok yg paid. kalo reguler udh pasti unpaid, tapi ga begitu banyak pengeluaran","magang berdampak km bisa kabur dari rutinitas kuliah yang cuma nugas-laprak-uts-uas, kalo reguler biasanya magang di liburan semester. minusnya, kalo magang 20 sksnya unpaid ya modal sendiri tapi ada juga kok yang paid. kalo reguler sudah pasti unpaid, tapi tidak begitu banyak pengeluaran",43,False,True,True,True,False,netral,Komentar bersifat informatif dan objektif dalam membandingkan kelebihan serta kekurangan program tanpa menunjukkan keberpihakan emosional yang kuat.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2011776364475756612,https://x.com/Ndons_Back/status/2011776364475756612,2026-01-15 12:23:56,,in,False,8,2,8,0,,,"Presiden Prabowo Subianto konsisten memperjuangkan masa depan anak-anak Indonesia, sejak kampanye hingga menjabat. Komitmennya terwujud dalam Program Sekolah Rakyat, yang membangun sekolah berasrama untuk anak kurang mampu di 34 provinsi sejak 2026, dengan target 100 sekolah per tahun. Ia sering menekankan perubahan nasib anak bangsa, seperti saat meninjau sekolah di Banjarbaru, memotivasi siswa sebagai generasi emas.

Program Makan Bergizi Gratis mendukung nutrisi optimal, sementara inisiatif lain seperti Magang Berdampak dan Hilirisasi memperkuat pemberdayaan keluarga. Prabowo kerap kunjungi sekolah, apresiasi guru, dan tekankan perjuangan ini sebagai sisa hidupnya untuk Indonesia Emas 2045.","presiden prabowo subianto konsisten memperjuangkan masa depan anak-anak indonesia, sejak kampanye hingga menjabat. komitmennya terwujud dalam program sekolah rakyat, yang membangun sekolah berasrama untuk anak kurang mampu di 34 provinsi sejak 2026, dengan target 100 sekolah per tahun. ia sering menekankan perubahan nasib anak bangsa, seperti saat meninjau sekolah di banjarbaru, memotivasi siswa sebagai generasi emas. program makan bergizi gratis mendukung nutrisi optimal, sementara inisiatif lain seperti magang berdampak dan hilirisasi memperkuat pemberdayaan keluarga. prabowo kerap kunjungi sekolah, apresiasi guru, dan tekankan perjuangan ini sebagai sisa hidupnya untuk indonesia emas 2045.",91,False,True,True,True,False,netral,Komentar bersifat informatif mengenai kebijakan pemerintah secara umum dan hanya menyebutkan program sebagai bagian dari daftar inisiatif tanpa opini spesifik.,high,
X/Twitter,Magang Berdampak,Magang_Berdampak_awal,x_dataset_magang_berdampak.csv,2011361429627019613,https://x.com/unicefess/status/2011361429627019613,2026-01-14 08:55:08,,in,False,3,1,0,0,,,"-ness anak Fh ada yg ikut magang berdampak intern/konversi buat smt depan, mau tanya2 dongg","-ness anak fh ada yang ikut magang berdampak intern konversi buat smt depan, mau tanya2 dongg",16,False,False,True,True,False,netral,Komentar berupa pertanyaan untuk mencari informasi tanpa menunjukkan opini atau emosi terhadap program.,high,
