platform,program,dataset_group,source_keyword,youtube_query,dataset_start,dataset_end,video_id,video_url,video_title,video_description,video_channel_id,video_channel_title,video_published_at,video_view_count,video_like_count,video_comment_count,comment_id,comment_text,comment_author,comment_author_channel_id,comment_published_at,comment_updated_at,comment_like_count,is_reply,is_video_in_range,is_comment_in_range
youtube,Magang Berdampak,Magang_Berdampak_awal,Magang Berdampak,Magang Berdampak,2025-06-16T00:00:00Z,2026-06-23T23:59:59Z,FahlH6zZey4,https://www.youtube.com/watch?v=FahlH6zZey4,Cara Daftar Magang Berdampak I Daftar Akunnya,"Cara dan syarat untuk daftar dalam program magang berdampak dari Diktisaintek Berdampak tentu saja menjadi salah satu informasi terbaru yang banyak menjadi pilihan bagi mahasiswa yang akan ikut serta dalam magang. Alasannya karena magang mahasiswa ini sendiri selain gratis kalian juga banyak mendaapatkan benefit ataupun keuntungan lho ya.

Maka atas dasar itulah dalam kesempatan kali ini secara lengkap SahabatJuara dari channel @ArenaLomba akan membagikan tutorial dalam proses pembuatan akun untuk daftar dalam program magang berdampak dari awal sampai akhir agar diterima oleh mitra. Semoga saja berguna bagi kalian ya #magangberdampak #magangmahasiswa #mahasiswamagang",UCmHy3R5hJNA7qtOh6u2KSVQ,Arena Lomba,2025-06-29T12:00:32Z,6926,71,52,UgyWwK6-oURU0E2XoNB4AaABAg,"Kak..? Kalau SPTJM itu harus di tanda tangani, penandatanganan itu di lakukan pada saat mendaftar atau stelah pendaftaran..?, lalu  kalau sudah di tanda tangani kirim nya bagaimana..?",@Tinta.chanel,UCe6vL_77_33Bltg5l8vbKyg,2025-07-04T18:42:53Z,2025-07-04T18:42:53Z,0,false,true,true
youtube,Magang Berdampak,Magang_Berdampak_awal,Magang Berdampak,Magang Berdampak,2025-06-16T00:00:00Z,2026-06-23T23:59:59Z,FahlH6zZey4,https://www.youtube.com/watch?v=FahlH6zZey4,Cara Daftar Magang Berdampak I Daftar Akunnya,"Cara dan syarat untuk daftar dalam program magang berdampak dari Diktisaintek Berdampak tentu saja menjadi salah satu informasi terbaru yang banyak menjadi pilihan bagi mahasiswa yang akan ikut serta dalam magang. Alasannya karena magang mahasiswa ini sendiri selain gratis kalian juga banyak mendaapatkan benefit ataupun keuntungan lho ya.

Maka atas dasar itulah dalam kesempatan kali ini secara lengkap SahabatJuara dari channel @ArenaLomba akan membagikan tutorial dalam proses pembuatan akun untuk daftar dalam program magang berdampak dari awal sampai akhir agar diterima oleh mitra. Semoga saja berguna bagi kalian ya #magangberdampak #magangmahasiswa #mahasiswamagang",UCmHy3R5hJNA7qtOh6u2KSVQ,Arena Lomba,2025-06-29T12:00:32Z,6926,71,52,UgwgnlnhfOyvb6yBcnF4AaABAg,"Kak sekarang ini aku semester 6 dan sudah UAS tapi nilai belum keluar semua, terus aku mau daftar magang untuk semester 7
Aku mau tanya semester yg sudah di tempuh itu aku tulis 5 atau 6 ya?",@desiratnasari8071,UCixB87nirKD3E4OIdTf3NoQ,2025-07-04T17:54:42Z,2025-07-04T17:54:42Z,0,false,true,true
youtube,Magang Berdampak,Magang_Berdampak_awal,Magang Berdampak,Magang Berdampak,2025-06-16T00:00:00Z,2026-06-23T23:59:59Z,FahlH6zZey4,https://www.youtube.com/watch?v=FahlH6zZey4,Cara Daftar Magang Berdampak I Daftar Akunnya,"Cara dan syarat untuk daftar dalam program magang berdampak dari Diktisaintek Berdampak tentu saja menjadi salah satu informasi terbaru yang banyak menjadi pilihan bagi mahasiswa yang akan ikut serta dalam magang. Alasannya karena magang mahasiswa ini sendiri selain gratis kalian juga banyak mendaapatkan benefit ataupun keuntungan lho ya.

Maka atas dasar itulah dalam kesempatan kali ini secara lengkap SahabatJuara dari channel @ArenaLomba akan membagikan tutorial dalam proses pembuatan akun untuk daftar dalam program magang berdampak dari awal sampai akhir agar diterima oleh mitra. Semoga saja berguna bagi kalian ya #magangberdampak #magangmahasiswa #mahasiswamagang",UCmHy3R5hJNA7qtOh6u2KSVQ,Arena Lomba,2025-06-29T12:00:32Z,6926,71,52,UgwBzn9hBFvWiwvSjJ94AaABAg,kak aku salah masukin email gmn ya,@naufalfm12,UC5KMXPygo8tXqNh7OIWefhw,2025-07-04T01:06:38Z,2025-07-04T01:06:38Z,2,false,true,true
youtube,Magang Berdampak,Magang_Berdampak_awal,Magang Berdampak,Magang Berdampak,2025-06-16T00:00:00Z,2026-06-23T23:59:59Z,FahlH6zZey4,https://www.youtube.com/watch?v=FahlH6zZey4,Cara Daftar Magang Berdampak I Daftar Akunnya,"Cara dan syarat untuk daftar dalam program magang berdampak dari Diktisaintek Berdampak tentu saja menjadi salah satu informasi terbaru yang banyak menjadi pilihan bagi mahasiswa yang akan ikut serta dalam magang. Alasannya karena magang mahasiswa ini sendiri selain gratis kalian juga banyak mendaapatkan benefit ataupun keuntungan lho ya.

Maka atas dasar itulah dalam kesempatan kali ini secara lengkap SahabatJuara dari channel @ArenaLomba akan membagikan tutorial dalam proses pembuatan akun untuk daftar dalam program magang berdampak dari awal sampai akhir agar diterima oleh mitra. Semoga saja berguna bagi kalian ya #magangberdampak #magangmahasiswa #mahasiswamagang",UCmHy3R5hJNA7qtOh6u2KSVQ,Arena Lomba,2025-06-29T12:00:32Z,6926,71,52,UgzVvRvW9Xa9NXru36R4AaABAg,"kak kalo saya awalnya salah ketik email tadine, eh pas daftar akun ulang kok ada tulisan ""anda sudah pernah melakukan pendaftaran ini ?"" gimana kak solusinya",@AlanBudiarso0411,UClnDPT1zEahk10Wpc2xxW8w,2025-07-03T11:25:41Z,2025-07-03T11:25:41Z,3,false,true,true
youtube,Magang Berdampak,Magang_Berdampak_awal,Magang Berdampak,Magang Berdampak,2025-06-16T00:00:00Z,2026-06-23T23:59:59Z,FahlH6zZey4,https://www.youtube.com/watch?v=FahlH6zZey4,Cara Daftar Magang Berdampak I Daftar Akunnya,"Cara dan syarat untuk daftar dalam program magang berdampak dari Diktisaintek Berdampak tentu saja menjadi salah satu informasi terbaru yang banyak menjadi pilihan bagi mahasiswa yang akan ikut serta dalam magang. Alasannya karena magang mahasiswa ini sendiri selain gratis kalian juga banyak mendaapatkan benefit ataupun keuntungan lho ya.

Maka atas dasar itulah dalam kesempatan kali ini secara lengkap SahabatJuara dari channel @ArenaLomba akan membagikan tutorial dalam proses pembuatan akun untuk daftar dalam program magang berdampak dari awal sampai akhir agar diterima oleh mitra. Semoga saja berguna bagi kalian ya #magangberdampak #magangmahasiswa #mahasiswamagang",UCmHy3R5hJNA7qtOh6u2KSVQ,Arena Lomba,2025-06-29T12:00:32Z,6926,71,52,UgztHj1YHY2qK9mORf54AaABAg,"Halo kaa izin tanya, untuk bagian semester itu yang diisi semester terakhir yang udah kita tempuh apa yang akan dikonversi ya kak🙏🏻",@musicam6099,UCG45rKNZuTRcqVmvfrpN4Lg,2025-07-03T09:39:36Z,2025-07-03T09:39:36Z,1,false,true,true
youtube,Magang Berdampak,Magang_Berdampak_awal,Magang Berdampak,Magang Berdampak,2025-06-16T00:00:00Z,2026-06-23T23:59:59Z,FahlH6zZey4,https://www.youtube.com/watch?v=FahlH6zZey4,Cara Daftar Magang Berdampak I Daftar Akunnya,"Cara dan syarat untuk daftar dalam program magang berdampak dari Diktisaintek Berdampak tentu saja menjadi salah satu informasi terbaru yang banyak menjadi pilihan bagi mahasiswa yang akan ikut serta dalam magang. Alasannya karena magang mahasiswa ini sendiri selain gratis kalian juga banyak mendaapatkan benefit ataupun keuntungan lho ya.

Maka atas dasar itulah dalam kesempatan kali ini secara lengkap SahabatJuara dari channel @ArenaLomba akan membagikan tutorial dalam proses pembuatan akun untuk daftar dalam program magang berdampak dari awal sampai akhir agar diterima oleh mitra. Semoga saja berguna bagi kalian ya #magangberdampak #magangmahasiswa #mahasiswamagang",UCmHy3R5hJNA7qtOh6u2KSVQ,Arena Lomba,2025-06-29T12:00:32Z,6926,71,52,UgxO9IQhEsXym23R_wR4AaABAg,"kak izin bertanya, saya akan melakukan magang di semester 5
di bagian nomor 8 atau bagian ""semester yang sudah ditempuh"" itu diisi smt 4 atau 5?",@gitamaulidiya9395,UCrJ1pKjhgKGPF3FivAmLcfQ,2025-07-02T07:45:36Z,2025-07-02T07:45:36Z,1,false,true,true
youtube,Magang Berdampak,Magang_Berdampak_awal,Magang Berdampak,Magang Berdampak,2025-06-16T00:00:00Z,2026-06-23T23:59:59Z,FahlH6zZey4,https://www.youtube.com/watch?v=FahlH6zZey4,Cara Daftar Magang Berdampak I Daftar Akunnya,"Cara dan syarat untuk daftar dalam program magang berdampak dari Diktisaintek Berdampak tentu saja menjadi salah satu informasi terbaru yang banyak menjadi pilihan bagi mahasiswa yang akan ikut serta dalam magang. Alasannya karena magang mahasiswa ini sendiri selain gratis kalian juga banyak mendaapatkan benefit ataupun keuntungan lho ya.

Maka atas dasar itulah dalam kesempatan kali ini secara lengkap SahabatJuara dari channel @ArenaLomba akan membagikan tutorial dalam proses pembuatan akun untuk daftar dalam program magang berdampak dari awal sampai akhir agar diterima oleh mitra. Semoga saja berguna bagi kalian ya #magangberdampak #magangmahasiswa #mahasiswamagang",UCmHy3R5hJNA7qtOh6u2KSVQ,Arena Lomba,2025-06-29T12:00:32Z,6926,71,52,UgxCpCeAVwcZsWtP7_d4AaABAg,Kak verifikasi pt itu biasanya berapa lama ya,@Anita-qz1zc,UCKQfsAxH8EhwxPiZCMv8dFg,2025-07-02T04:53:50Z,2025-07-02T04:53:50Z,0,false,true,true
youtube,Magang Berdampak,Magang_Berdampak_awal,Magang Berdampak,Magang Berdampak,2025-06-16T00:00:00Z,2026-06-23T23:59:59Z,FahlH6zZey4,https://www.youtube.com/watch?v=FahlH6zZey4,Cara Daftar Magang Berdampak I Daftar Akunnya,"Cara dan syarat untuk daftar dalam program magang berdampak dari Diktisaintek Berdampak tentu saja menjadi salah satu informasi terbaru yang banyak menjadi pilihan bagi mahasiswa yang akan ikut serta dalam magang. Alasannya karena magang mahasiswa ini sendiri selain gratis kalian juga banyak mendaapatkan benefit ataupun keuntungan lho ya.

Maka atas dasar itulah dalam kesempatan kali ini secara lengkap SahabatJuara dari channel @ArenaLomba akan membagikan tutorial dalam proses pembuatan akun untuk daftar dalam program magang berdampak dari awal sampai akhir agar diterima oleh mitra. Semoga saja berguna bagi kalian ya #magangberdampak #magangmahasiswa #mahasiswamagang",UCmHy3R5hJNA7qtOh6u2KSVQ,Arena Lomba,2025-06-29T12:00:32Z,6926,71,52,UgyAoigWnAQAgjCviSt4AaABAg,Pnya ku ga di setujui kaprodi pdhal udh smester 4 huhu😢,@IntannMusaa,UCLICxbArH7sGACbIq4jB1Rg,2025-07-02T03:04:05Z,2025-07-02T03:04:05Z,1,false,true,true
youtube,Magang Berdampak,Magang_Berdampak_awal,Magang Berdampak,Magang Berdampak,2025-06-16T00:00:00Z,2026-06-23T23:59:59Z,FahlH6zZey4,https://www.youtube.com/watch?v=FahlH6zZey4,Cara Daftar Magang Berdampak I Daftar Akunnya,"Cara dan syarat untuk daftar dalam program magang berdampak dari Diktisaintek Berdampak tentu saja menjadi salah satu informasi terbaru yang banyak menjadi pilihan bagi mahasiswa yang akan ikut serta dalam magang. Alasannya karena magang mahasiswa ini sendiri selain gratis kalian juga banyak mendaapatkan benefit ataupun keuntungan lho ya.

Maka atas dasar itulah dalam kesempatan kali ini secara lengkap SahabatJuara dari channel @ArenaLomba akan membagikan tutorial dalam proses pembuatan akun untuk daftar dalam program magang berdampak dari awal sampai akhir agar diterima oleh mitra. Semoga saja berguna bagi kalian ya #magangberdampak #magangmahasiswa #mahasiswamagang",UCmHy3R5hJNA7qtOh6u2KSVQ,Arena Lomba,2025-06-29T12:00:32Z,6926,71,52,UgxMXOCNy7ufbbEaG_R4AaABAg,"kak, saya sekarang menempuh semester 4 tapi belum selesai karena belum uas. di bagian semester diisi 4 atau 3 ya?",@astrizaitunamaroh5265,UCATrGYuzrJMLvlcaH9OFx2w,2025-07-02T02:14:22Z,2025-07-02T02:14:22Z,0,false,true,true
youtube,Magang Berdampak,Magang_Berdampak_awal,Magang Berdampak,Magang Berdampak,2025-06-16T00:00:00Z,2026-06-23T23:59:59Z,FahlH6zZey4,https://www.youtube.com/watch?v=FahlH6zZey4,Cara Daftar Magang Berdampak I Daftar Akunnya,"Cara dan syarat untuk daftar dalam program magang berdampak dari Diktisaintek Berdampak tentu saja menjadi salah satu informasi terbaru yang banyak menjadi pilihan bagi mahasiswa yang akan ikut serta dalam magang. Alasannya karena magang mahasiswa ini sendiri selain gratis kalian juga banyak mendaapatkan benefit ataupun keuntungan lho ya.

Maka atas dasar itulah dalam kesempatan kali ini secara lengkap SahabatJuara dari channel @ArenaLomba akan membagikan tutorial dalam proses pembuatan akun untuk daftar dalam program magang berdampak dari awal sampai akhir agar diterima oleh mitra. Semoga saja berguna bagi kalian ya #magangberdampak #magangmahasiswa #mahasiswamagang",UCmHy3R5hJNA7qtOh6u2KSVQ,Arena Lomba,2025-06-29T12:00:32Z,6926,71,52,UgwhcMVqCYZ8jo-ob4x4AaABAg,kak kenapa lama dapat akun yg baru daftar di setujui,@huzadi8739,UCZ3m8QHSjydsQ5XB4hNmw2g,2025-07-02T01:43:05Z,2025-07-02T01:43:05Z,0,false,true,true
youtube,Magang Berdampak,Magang_Berdampak_awal,Magang Berdampak,Magang Berdampak,2025-06-16T00:00:00Z,2026-06-23T23:59:59Z,FahlH6zZey4,https://www.youtube.com/watch?v=FahlH6zZey4,Cara Daftar Magang Berdampak I Daftar Akunnya,"Cara dan syarat untuk daftar dalam program magang berdampak dari Diktisaintek Berdampak tentu saja menjadi salah satu informasi terbaru yang banyak menjadi pilihan bagi mahasiswa yang akan ikut serta dalam magang. Alasannya karena magang mahasiswa ini sendiri selain gratis kalian juga banyak mendaapatkan benefit ataupun keuntungan lho ya.

Maka atas dasar itulah dalam kesempatan kali ini secara lengkap SahabatJuara dari channel @ArenaLomba akan membagikan tutorial dalam proses pembuatan akun untuk daftar dalam program magang berdampak dari awal sampai akhir agar diterima oleh mitra. Semoga saja berguna bagi kalian ya #magangberdampak #magangmahasiswa #mahasiswamagang",UCmHy3R5hJNA7qtOh6u2KSVQ,Arena Lomba,2025-06-29T12:00:32Z,6926,71,52,UgxVlQLJ84VnhKHN3_J4AaABAg,"izin tanya kak, kalau saya setelah daftarkan muncul pop up ""anda sudah pernah mengajukan magang pada kegiatan ini"" nah posisi saya masih semester 4 dan belum pernah daftar kak",@genosidajiwa,UCl2_yXg8E4HlWJnX0wbn71Q,2025-07-01T23:13:54Z,2025-07-01T23:13:54Z,0,false,true,true
